user_id,first_order_date,last_order_date,order_count,customer_revenue,second_order_date,days_to_second_order,days_since_last_order,repeat_buyer_flag,retained_d7,retained_d14,retained_d30,repeat_purchase_frequency,churn_risk
109104,2025-08-12,2025-08-12,1,2454.858,,,137,0,0,0,0,0.0,High
109145,2025-10-09,2025-10-09,1,2453.715,,,79,0,0,0,0,0.0,High
109179,2025-12-16,2025-12-16,1,2551.716,,,11,0,0,0,0,0.0,Low
109251,2025-09-06,2025-09-06,1,2170.818,,,112,0,0,0,0,0.0,High
109610,2025-07-07,2025-07-07,1,2015.379,,,173,0,0,0,0,0.0,High
109802,2025-09-02,2025-09-02,1,1865.097,,,116,0,0,0,0,0.0,High
110065,2025-11-19,2025-11-19,1,2118.99,,,38,0,0,0,0,0.0,High
110091,2025-08-13,2025-08-13,1,2662.632,,,136,0,0,0,0,0.0,High
110232,2025-07-26,2025-07-26,1,1819.197,,,154,0,0,0,0,0.0,High
110727,2025-09-12,2025-09-12,1,2968.38,,,106,0,0,0,0,0.0,High
110729,2025-10-30,2025-10-30,1,1483.04,,,58,0,0,0,0,0.0,High
110893,2025-09-14,2025-09-14,1,1959.894,,,104,0,0,0,0,0.0,High
111094,2025-10-14,2025-10-14,1,1202.166,,,74,0,0,0,0,0.0,High
111160,2025-11-29,2025-11-29,1,2862.945,,,28,0,0,0,0,0.0,Medium
111204,2025-09-11,2025-09-11,1,1963.449,,,107,0,0,0,0,0.0,High
111242,2025-08-14,2025-08-14,1,1617.642,,,135,0,0,0,0,0.0,High
111303,2025-10-29,2025-10-29,1,2437.911,,,59,0,0,0,0,0.0,High
111357,2025-07-25,2025-07-25,1,1797.012,,,155,0,0,0,0,0.0,High
111416,2025-09-02,2025-09-02,1,2088.306,,,116,0,0,0,0,0.0,High
111428,2025-11-27,2025-11-27,1,2310.81,,,30,0,0,0,0,0.0,Medium
111865,2025-08-01,2025-08-01,1,2228.499,,,148,0,0,0,0,0.0,High
112148,2025-10-16,2025-10-16,1,1878.111,,,72,0,0,0,0,0.0,High
112236,2025-12-10,2025-12-10,1,2938.29,,,17,0,0,0,0,0.0,Medium
112268,2025-08-05,2025-08-05,1,1743.64,,,144,0,0,0,0,0.0,High
112741,2025-09-14,2025-09-14,1,2587.095,,,104,0,0,0,0,0.0,High
112755,2025-10-25,2025-10-25,1,1142.93,,,63,0,0,0,0,0.0,High
112875,2025-08-03,2025-08-03,1,2553.174,,,146,0,0,0,0,0.0,High
112946,2025-09-19,2025-09-19,1,2651.93,,,99,0,0,0,0,0.0,High
112974,2025-08-29,2025-08-29,1,2239.16,,,120,0,0,0,0,0.0,High
113014,2025-08-31,2025-08-31,1,2537.43,,,118,0,0,0,0,0.0,High
113181,2025-09-19,2025-09-19,1,3168.693,,,99,0,0,0,0,0.0,High
113465,2025-08-24,2025-08-24,1,2114.694,,,125,0,0,0,0,0.0,High
113500,2025-12-21,2025-12-21,1,2365.92,,,6,0,0,0,0,0.0,Low
113570,2025-11-06,2025-11-06,1,1970.41,,,51,0,0,0,0,0.0,High
113613,2025-12-02,2025-12-02,1,2379.537,,,25,0,0,0,0,0.0,Medium
113767,2025-08-29,2025-08-29,1,2362.419,,,120,0,0,0,0,0.0,High
113780,2025-09-22,2025-09-22,1,3225.41,,,96,0,0,0,0,0.0,High
113987,2025-07-21,2025-07-21,1,1886.45,,,159,0,0,0,0,0.0,High
114008,2025-09-28,2025-09-28,1,2045.592,,,90,0,0,0,0,0.0,High
114017,2025-10-31,2025-10-31,1,1189.72,,,57,0,0,0,0,0.0,High
114200,2025-08-26,2025-08-26,1,1746.621,,,123,0,0,0,0,0.0,High
114242,2025-08-19,2025-08-19,1,1251.72,,,130,0,0,0,0,0.0,High
114284,2025-10-28,2025-10-28,1,2617.23,,,60,0,0,0,0,0.0,High
114676,2025-08-25,2025-08-25,1,3128.35,,,124,0,0,0,0,0.0,High
114750,2025-12-03,2025-12-03,1,1245.186,,,24,0,0,0,0,0.0,Medium
114850,2025-07-01,2025-07-01,1,2164.707,,,179,0,0,0,0,0.0,High
115002,2025-09-03,2025-09-03,1,2505.01,,,115,0,0,0,0,0.0,High
115040,2025-07-27,2025-07-27,1,2737.242,,,153,0,0,0,0,0.0,High
115115,2025-10-01,2025-10-01,1,2894.472,,,87,0,0,0,0,0.0,High
115116,2025-08-07,2025-08-07,1,1954.242,,,142,0,0,0,0,0.0,High
115350,2025-08-01,2025-08-01,1,2778.066,,,148,0,0,0,0,0.0,High
115402,2025-11-08,2025-11-08,1,2423.29,,,49,0,0,0,0,0.0,High
115490,2025-11-03,2025-11-03,1,2713.059,,,54,0,0,0,0,0.0,High
115710,2025-10-10,2025-10-10,1,2580.39,,,78,0,0,0,0,0.0,High
115828,2025-12-09,2025-12-09,1,2447.955,,,18,0,0,0,0,0.0,Medium
115852,2025-07-30,2025-07-30,1,1854.27,,,150,0,0,0,0,0.0,High
115993,2025-10-30,2025-10-30,1,831.49,,,58,0,0,0,0,0.0,High
116065,2025-10-22,2025-10-22,1,2658.546,,,66,0,0,0,0,0.0,High
116239,2025-07-11,2025-07-11,1,1335.429,,,169,0,0,0,0,0.0,High
116375,2025-07-17,2025-07-17,1,3010.806,,,163,0,0,0,0,0.0,High
116468,2025-11-23,2025-11-23,1,1987.083,,,34,0,0,0,0,0.0,High
116473,2025-11-10,2025-11-10,1,1418.78,,,47,0,0,0,0,0.0,High
116662,2025-10-21,2025-10-21,1,2855.475,,,67,0,0,0,0,0.0,High
116677,2025-10-04,2025-10-04,1,1212.75,,,84,0,0,0,0,0.0,High
116858,2025-08-19,2025-08-19,1,572.058,,,130,0,0,0,0,0.0,High
116911,2025-10-23,2025-10-23,1,1631.961,,,65,0,0,0,0,0.0,High
116964,2025-09-27,2025-09-27,1,940.71,,,91,0,0,0,0,0.0,High
116978,2025-08-08,2025-08-08,1,1017.18,,,141,0,0,0,0,0.0,High
117215,2025-07-17,2025-07-17,1,2173.99,,,163,0,0,0,0,0.0,High
117275,2025-12-02,2025-12-02,1,2650.644,,,25,0,0,0,0,0.0,Medium
117300,2025-12-16,2025-12-16,1,1633.44,,,11,0,0,0,0,0.0,Low
117341,2025-08-25,2025-08-25,1,2860.227,,,124,0,0,0,0,0.0,High
117621,2025-12-01,2025-12-01,1,2778.96,,,26,0,0,0,0,0.0,Medium
117686,2025-11-19,2025-11-19,1,1754.71,,,38,0,0,0,0,0.0,High
117829,2025-12-02,2025-12-02,1,1679.4,,,25,0,0,0,0,0.0,Medium
117857,2025-07-22,2025-07-22,1,2161.098,,,158,0,0,0,0,0.0,High
118225,2025-08-18,2025-08-18,1,2683.7,,,131,0,0,0,0,0.0,High
118226,2025-07-11,2025-07-11,1,2433.51,,,169,0,0,0,0,0.0,High
118502,2025-08-12,2025-08-12,1,2055.681,,,137,0,0,0,0,0.0,High
118699,2025-12-10,2025-12-10,1,1770.732,,,17,0,0,0,0,0.0,Medium
118735,2025-07-20,2025-07-20,1,2471.967,,,160,0,0,0,0,0.0,High
118835,2025-11-30,2025-11-30,1,2198.4,,,27,0,0,0,0,0.0,Medium
118942,2025-08-08,2025-08-08,1,1689.183,,,141,0,0,0,0,0.0,High
119075,2025-09-23,2025-09-23,1,2238.51,,,95,0,0,0,0,0.0,High
119130,2025-09-29,2025-09-29,1,1964.0,,,89,0,0,0,0,0.0,High
119137,2025-07-03,2025-07-03,1,2764.548,,,177,0,0,0,0,0.0,High
119198,2025-09-11,2025-09-11,1,1489.63,,,107,0,0,0,0,0.0,High
119507,2025-08-22,2025-08-22,1,2552.067,,,127,0,0,0,0,0.0,High
119567,2025-12-13,2025-12-13,1,1447.533,,,14,0,0,0,0,0.0,Low
120148,2025-11-11,2025-11-11,1,1925.478,,,46,0,0,0,0,0.0,High
120323,2025-07-20,2025-07-20,1,1893.3,,,160,0,0,0,0,0.0,High
120378,2025-08-29,2025-08-29,1,1243.998,,,120,0,0,0,0,0.0,High
120392,2025-07-15,2025-07-15,1,2188.55,,,165,0,0,0,0,0.0,High
120442,2025-09-08,2025-09-08,1,1635.597,,,110,0,0,0,0,0.0,High
120446,2025-07-08,2025-07-08,1,2054.691,,,172,0,0,0,0,0.0,High
120529,2025-09-25,2025-09-25,1,2665.755,,,93,0,0,0,0,0.0,High
121042,2025-10-08,2025-10-08,1,2439.441,,,80,0,0,0,0,0.0,High
121050,2025-09-19,2025-09-19,1,1324.6,,,99,0,0,0,0,0.0,High
121283,2025-10-24,2025-10-24,1,1703.907,,,64,0,0,0,0,0.0,High
121398,2025-10-27,2025-10-27,1,1415.15,,,61,0,0,0,0,0.0,High
121512,2025-09-19,2025-09-19,1,2025.684,,,99,0,0,0,0,0.0,High
121626,2025-10-30,2025-10-30,1,2924.65,,,58,0,0,0,0,0.0,High
122013,2025-08-25,2025-08-25,1,1323.18,,,124,0,0,0,0,0.0,High
122073,2025-08-18,2025-08-18,1,1577.61,,,131,0,0,0,0,0.0,High
122245,2025-10-01,2025-10-01,1,2393.74,,,87,0,0,0,0,0.0,High
122554,2025-11-08,2025-11-08,1,1732.59,,,49,0,0,0,0,0.0,High
122627,2025-08-25,2025-08-25,1,1682.91,,,124,0,0,0,0,0.0,High
122970,2025-09-05,2025-09-05,1,1839.969,,,113,0,0,0,0,0.0,High
123084,2025-08-22,2025-08-22,1,2518.371,,,127,0,0,0,0,0.0,High
123103,2025-07-11,2025-07-11,1,1700.487,,,169,0,0,0,0,0.0,High
123382,2025-09-09,2025-09-09,1,2088.08,,,109,0,0,0,0,0.0,High
123409,2025-12-13,2025-12-13,1,2327.049,,,14,0,0,0,0,0.0,Low
123424,2025-08-21,2025-08-21,1,1258.659,,,128,0,0,0,0,0.0,High
123694,2025-10-26,2025-10-26,1,3124.48,,,62,0,0,0,0,0.0,High
123731,2025-08-27,2025-08-27,1,3512.89,,,122,0,0,0,0,0.0,High
123961,2025-10-03,2025-10-03,1,1772.13,,,85,0,0,0,0,0.0,High
124222,2025-08-24,2025-08-24,1,1916.352,,,125,0,0,0,0,0.0,High
124300,2025-07-01,2025-08-18,2,5291.334,2025-08-18,48.0,131,1,0,0,0,1.25,High
124405,2025-08-05,2025-08-05,1,1741.725,,,144,0,0,0,0,0.0,High
124438,2025-11-12,2025-11-12,1,2609.244,,,45,0,0,0,0,0.0,High
124765,2025-07-19,2025-07-19,1,1772.83,,,161,0,0,0,0,0.0,High
125025,2025-08-02,2025-08-02,1,1805.436,,,147,0,0,0,0,0.0,High
125096,2025-08-02,2025-08-02,1,1033.56,,,147,0,0,0,0,0.0,High
125428,2025-08-26,2025-08-26,1,2591.99,,,123,0,0,0,0,0.0,High
125484,2025-10-19,2025-10-19,1,1940.067,,,69,0,0,0,0,0.0,High
125581,2025-09-01,2025-09-01,1,1400.31,,,117,0,0,0,0,0.0,High
125927,2025-09-16,2025-09-16,1,788.175,,,102,0,0,0,0,0.0,High
126081,2025-12-25,2025-12-25,1,1970.38,,,2,0,0,0,0,0.0,Low
126088,2025-09-12,2025-09-12,1,1922.67,,,106,0,0,0,0,0.0,High
126382,2025-08-08,2025-08-08,1,2816.71,,,141,0,0,0,0,0.0,High
126505,2025-09-18,2025-09-18,1,1562.12,,,100,0,0,0,0,0.0,High
126695,2025-09-08,2025-09-08,1,3092.91,,,110,0,0,0,0,0.0,High
126770,2025-12-19,2025-12-19,1,1408.536,,,8,0,0,0,0,0.0,Low
127020,2025-07-15,2025-07-15,1,2290.86,,,165,0,0,0,0,0.0,High
127209,2025-07-20,2025-07-20,1,1469.088,,,160,0,0,0,0,0.0,High
127268,2025-07-22,2025-07-22,1,1036.089,,,158,0,0,0,0,0.0,High
127277,2025-08-09,2025-08-09,1,704.691,,,140,0,0,0,0,0.0,High
127302,2025-11-18,2025-11-18,1,1049.958,,,39,0,0,0,0,0.0,High
127328,2025-12-20,2025-12-20,1,2242.33,,,7,0,0,0,0,0.0,Low
127410,2025-11-08,2025-11-08,1,1707.948,,,49,0,0,0,0,0.0,High
127682,2025-12-09,2025-12-09,1,1554.462,,,18,0,0,0,0,0.0,Medium
127712,2025-08-08,2025-08-08,1,1917.702,,,141,0,0,0,0,0.0,High
127738,2025-10-10,2025-10-10,1,2636.865,,,78,0,0,0,0,0.0,High
127749,2025-08-10,2025-08-10,1,1790.451,,,139,0,0,0,0,0.0,High
127981,2025-07-03,2025-07-03,1,1060.28,,,177,0,0,0,0,0.0,High
128165,2025-09-03,2025-09-03,1,1941.52,,,115,0,0,0,0,0.0,High
128283,2025-09-14,2025-09-14,1,1868.193,,,104,0,0,0,0,0.0,High
128337,2025-11-15,2025-11-15,1,2649.411,,,42,0,0,0,0,0.0,High
128343,2025-10-05,2025-10-05,1,2082.2,,,83,0,0,0,0,0.0,High
128380,2025-08-28,2025-08-28,1,2344.806,,,121,0,0,0,0,0.0,High
128388,2025-08-09,2025-08-09,1,2320.632,,,140,0,0,0,0,0.0,High
128535,2025-11-30,2025-11-30,1,2326.059,,,27,0,0,0,0,0.0,Medium
128612,2025-11-08,2025-11-08,1,3472.25,,,49,0,0,0,0,0.0,High
128797,2025-09-26,2025-09-26,1,1126.719,,,92,0,0,0,0,0.0,High
128800,2025-09-04,2025-09-04,1,1896.768,,,114,0,0,0,0,0.0,High
128860,2025-07-02,2025-07-02,1,1770.831,,,178,0,0,0,0,0.0,High
128940,2025-07-07,2025-07-07,1,2463.327,,,173,0,0,0,0,0.0,High
129289,2025-07-06,2025-07-06,1,2123.59,,,174,0,0,0,0,0.0,High
129520,2025-12-13,2025-12-13,1,2072.96,,,14,0,0,0,0,0.0,Low
129589,2025-10-06,2025-10-06,1,2881.59,,,82,0,0,0,0,0.0,High
129672,2025-11-18,2025-11-18,1,2649.978,,,39,0,0,0,0,0.0,High
129792,2025-12-15,2025-12-15,1,2076.525,,,12,0,0,0,0,0.0,Low
129813,2025-12-14,2025-12-14,1,2384.586,,,13,0,0,0,0,0.0,Low
129850,2025-11-27,2025-11-27,1,2428.28,,,30,0,0,0,0,0.0,Medium
129870,2025-08-02,2025-08-02,1,2573.721,,,147,0,0,0,0,0.0,High
130100,2025-10-30,2025-10-30,1,2694.681,,,58,0,0,0,0,0.0,High
130145,2025-11-11,2025-11-11,1,2906.69,,,46,0,0,0,0,0.0,High
130214,2025-07-07,2025-07-07,1,1465.146,,,173,0,0,0,0,0.0,High
130286,2025-12-09,2025-12-09,1,1568.85,,,18,0,0,0,0,0.0,Medium
130434,2025-11-29,2025-11-29,1,2003.86,,,28,0,0,0,0,0.0,Medium
130793,2025-11-25,2025-11-25,1,1932.33,,,32,0,0,0,0,0.0,High
130844,2025-09-14,2025-09-14,1,1774.881,,,104,0,0,0,0,0.0,High
130916,2025-07-07,2025-07-07,1,1751.274,,,173,0,0,0,0,0.0,High
130949,2025-10-20,2025-10-20,1,2440.377,,,68,0,0,0,0,0.0,High
130982,2025-09-25,2025-09-25,1,2301.876,,,93,0,0,0,0,0.0,High
131104,2025-09-22,2025-09-22,1,2627.59,,,96,0,0,0,0,0.0,High
131335,2025-10-28,2025-10-28,1,2111.38,,,60,0,0,0,0,0.0,High
131430,2025-12-19,2025-12-19,1,1844.86,,,8,0,0,0,0,0.0,Low
131455,2025-12-10,2025-12-10,1,2502.423,,,17,0,0,0,0,0.0,Medium
131668,2025-12-03,2025-12-03,1,1261.602,,,24,0,0,0,0,0.0,Medium
131711,2025-12-01,2025-12-01,1,2055.83,,,26,0,0,0,0,0.0,Medium
131772,2025-11-25,2025-11-25,1,2257.866,,,32,0,0,0,0,0.0,High
131806,2025-08-18,2025-08-18,1,1596.36,,,131,0,0,0,0,0.0,High
131817,2025-07-19,2025-07-19,1,2239.57,,,161,0,0,0,0,0.0,High
131831,2025-09-03,2025-09-03,1,1093.9,,,115,0,0,0,0,0.0,High
132152,2025-07-26,2025-07-26,1,2361.852,,,154,0,0,0,0,0.0,High
132161,2025-09-14,2025-09-14,1,2648.196,,,104,0,0,0,0,0.0,High
132195,2025-09-05,2025-09-05,1,2021.6,,,113,0,0,0,0,0.0,High
132388,2025-09-16,2025-09-16,1,2219.526,,,102,0,0,0,0,0.0,High
132583,2025-12-09,2025-12-09,1,2703.84,,,18,0,0,0,0,0.0,Medium
132646,2025-10-08,2025-10-08,1,1361.205,,,80,0,0,0,0,0.0,High
132766,2025-10-27,2025-10-27,1,2360.45,,,61,0,0,0,0,0.0,High
132804,2025-11-30,2025-11-30,1,2649.4,,,27,0,0,0,0,0.0,Medium
132835,2025-11-06,2025-11-06,1,1292.04,,,51,0,0,0,0,0.0,High
132844,2025-12-12,2025-12-12,1,1851.93,,,15,0,0,0,0,0.0,Medium
132894,2025-12-09,2025-12-09,1,2079.96,,,18,0,0,0,0,0.0,Medium
133151,2025-09-17,2025-09-17,1,2301.73,,,101,0,0,0,0,0.0,High
133161,2025-11-18,2025-11-18,1,1882.72,,,39,0,0,0,0,0.0,High
133198,2025-07-29,2025-07-29,1,2723.8,,,151,0,0,0,0,0.0,High
133439,2025-09-06,2025-09-06,1,1781.208,,,112,0,0,0,0,0.0,High
133472,2025-11-06,2025-11-06,1,1658.862,,,51,0,0,0,0,0.0,High
133691,2025-09-27,2025-09-27,1,2282.643,,,91,0,0,0,0,0.0,High
133853,2025-11-21,2025-11-21,1,1287.531,,,36,0,0,0,0,0.0,High
133945,2025-12-14,2025-12-14,1,1756.233,,,13,0,0,0,0,0.0,Low
134341,2025-08-23,2025-08-23,1,1367.94,,,126,0,0,0,0,0.0,High
134600,2025-09-14,2025-09-14,1,1706.247,,,104,0,0,0,0,0.0,High
134620,2025-12-22,2025-12-22,1,1189.17,,,5,0,0,0,0,0.0,Low
134758,2025-11-21,2025-11-21,1,1768.5,,,36,0,0,0,0,0.0,High
134924,2025-08-07,2025-08-07,1,1613.34,,,142,0,0,0,0,0.0,High
135074,2025-07-31,2025-07-31,1,1567.98,,,149,0,0,0,0,0.0,High
135180,2025-08-14,2025-08-14,1,1314.33,,,135,0,0,0,0,0.0,High
135183,2025-09-15,2025-09-15,1,1766.034,,,103,0,0,0,0,0.0,High
135218,2025-10-18,2025-10-18,1,1839.33,,,70,0,0,0,0,0.0,High
135301,2025-10-14,2025-10-14,1,1952.577,,,74,0,0,0,0,0.0,High
135362,2025-12-19,2025-12-19,1,3108.75,,,8,0,0,0,0,0.0,Low
135723,2025-11-12,2025-11-12,1,847.539,,,45,0,0,0,0,0.0,High
135805,2025-07-23,2025-07-23,1,2042.919,,,157,0,0,0,0,0.0,High
135847,2025-11-03,2025-11-03,1,2083.887,,,54,0,0,0,0,0.0,High
135886,2025-11-10,2025-11-10,1,2996.892,,,47,0,0,0,0,0.0,High
136035,2025-07-08,2025-07-08,1,2379.51,,,172,0,0,0,0,0.0,High
136052,2025-12-08,2025-12-08,1,1424.31,,,19,0,0,0,0,0.0,Medium
136227,2025-11-28,2025-11-28,1,2695.635,,,29,0,0,0,0,0.0,Medium
136232,2025-07-02,2025-07-02,1,1585.575,,,178,0,0,0,0,0.0,High
136382,2025-08-22,2025-08-22,1,1426.05,,,127,0,0,0,0,0.0,High
136811,2025-07-17,2025-07-17,1,3154.608,,,163,0,0,0,0,0.0,High
136819,2025-07-13,2025-07-13,1,2587.221,,,167,0,0,0,0,0.0,High
136861,2025-11-09,2025-11-09,1,2398.45,,,48,0,0,0,0,0.0,High
136892,2025-09-20,2025-09-20,1,2508.55,,,98,0,0,0,0,0.0,High
136994,2025-12-23,2025-12-23,1,2489.25,,,4,0,0,0,0,0.0,Low
137034,2025-09-23,2025-09-23,1,1920.98,,,95,0,0,0,0,0.0,High
137235,2025-07-05,2025-07-05,1,2102.11,,,175,0,0,0,0,0.0,High
137425,2025-12-16,2025-12-16,1,2829.51,,,11,0,0,0,0,0.0,Low
137473,2025-10-07,2025-10-07,1,1819.665,,,81,0,0,0,0,0.0,High
137649,2025-12-26,2025-12-26,1,2122.55,,,1,0,0,0,0,0.0,Low
137664,2025-08-06,2025-08-06,1,2537.06,,,143,0,0,0,0,0.0,High
137743,2025-10-03,2025-10-03,1,2381.967,,,85,0,0,0,0,0.0,High
137846,2025-09-11,2025-09-11,1,2156.058,,,107,0,0,0,0,0.0,High
137888,2025-12-12,2025-12-12,1,2259.63,,,15,0,0,0,0,0.0,Medium
138020,2025-09-03,2025-09-03,1,1910.601,,,115,0,0,0,0,0.0,High
138067,2025-12-11,2025-12-11,1,2970.927,,,16,0,0,0,0,0.0,Medium
138099,2025-09-02,2025-09-02,1,2326.689,,,116,0,0,0,0,0.0,High
